actorid,name,date_of_birth,birth_city,birth_country,height_inches,biography,gender,ethnicity,networth
2456,Martin Freeman,1971-09-08,Aldershot,UK,66,"Martin Freeman is an English actor, known for portraying Bilbo Baggins in Peter Jackson's The Hobbit film trilogy, Tim Canterbury in the original UK version of sitcom mockumentary The Office (2001), Dr. John Watson in the British crime drama Sherlock (2010) and Lester Nygaard in the dark comedy-crime drama TV series Fargo (2014). His other notable ...",Male,,20000000
1576,Martin Henderson,1974-10-08,Auckland,New Zealand,61,"Martin Henderson was born in Auckland, New Zealand. He began acting when he was thirteen, appearing in Strangers (1989), a local television production. He attended Westlake Boys High School and Birkenhead Primary. He first became a star in his home country, when he starred in the series, Shortland Street, playing the character Stuart Neilson from ...",,,6000000
514,Martin Lawrence,1965-04-16,Frankfurt am Main,Germany,67,"Martin Lawrence was born on April 16, 1965 in Frankfurt am Main, Hesse, Germany as Martin Fitzgerald Lawrence. He is an actor and writer, known for Martin (1992), Bad Boys II (2003) and Bad Boys (1995). He has been married to Shamicka Gibbs since July 10, 2010. They have two children. He was previously married to Pat Smith.",Male,African American,
1787,Martin Scorsese,1942-11-17,Queens,USA,64,"Martin Charles Scorsese was born on November 17, 1942 in Queens, New York City, to Catherine Scorsese (n�e Cappa) and Charles Scorsese, who both worked in Manhattan's garment district, and whose families both came from Palermo, Sicily. He was raised in the neighborhood of Little Italy, which later provided the inspiration for several of his films....",,,
1986,Martin Sheen,1940-08-03,Dayton,USA,67,"Multiple Emmy- and Golden Globe-winner Martin Sheen is one of America's most celebrated, colorful, and accomplished actors. Moving flawlessly between artistic mediums, Sheen's acting range is striking. Sheen was born Ram�n Antonio Gerard Estevez in Dayton, Ohio, to Mary-Ann (Phelan), an Irish immigrant (from Borrisokane, County Tipperary), and ...",Male,,60000000
331,Martin Short,1950-03-26,Hamilton,Canada,66,"Martin Short was born on March 26, 1950 in Hamilton, Ontario, Canada as Martin Hayter Short. He is an actor and writer, known for The Santa Clause 3: The Escape Clause (2006), Inherent Vice (2014) and �Three Amigos! (1986). He was previously married to Nancy Dolman.",Male,,
2036,Martin Starr,1982-07-30,Santa Monica,USA,73,"Martin Starr was born on July 30, 1982 in Santa Monica, California, USA. He is an actor and producer, known for Freaks and Geeks (1999), Party Down (2009) and Silicon Valley (2014).",,,6000000
220,Martina Deignan,,East Orange,USA,,"Martina Deignan was born in East Orange, New Jersey, USA. She is an actress, known for Ghost (1990), Code Red (1981) and Blackout (1985).",Female,White,
1530,Marton Csokas,1966-06-30,Invercargill,New Zealand,73,"Marton was born in Invercargill, Aotearoa (New Zealand), to Margaret Christine (Rayner), a nurse, and M�rton Cs�k�s, a mechanical engineer. His father is Hungarian and his mother is Australian (of English, Irish, and Danish origin). He inherited some of his talents from his father, who was also a trained opera singer and at one time, a trapeze ...",,,4000000
1748,Mary Alice,1941-12-03,Indianola,USA,,"Mary Alice was born on December 3, 1941 in Indianola, Mississippi, USA as Mary Alice Smith. She is an actress, known for The Matrix Revolutions (2003), Awakenings (1990) and I'll Fly Away (1991).",,,
403,Mary Elizabeth Mastrantonio,1958-11-17,Lombard,USA,64,"Mary Elizabeth Mastrantonio was born in Lombard, Illinois, to Mary D. (Pagone) and Frank A. Mastrantonio, who ran a bronze foundry. Her parents were of Italian descent. She was raised in Oak Park, IL, and began her career in school plays as a teenager. Mary attended the University of Illinois and got bitten by the acting bug, starring in ""Guys and...",Female,White,2000000
850,Mary Ellen Trainor,1952-07-08,Chicago,USA,67,"Mary Ellen Trainor was born in Chicago, Illinois. She appeared in many feature-films of the 1980s, notable characters include, Elaine, the kidnapped sister of Kathleen Turner and the catalyst for the entire plot in Romancing the Stone (1984), Dr. Stephanie Woods (LA Police Psychiatrist) in in all four Lethal Weapon (1987) films, Mrs. Walsh Mikey ...",,,10000000
1863,Mary Gallagher,1967-12-11,Milwaukee,USA,64,"Mary Gallagher was born on December 11, 1967 in Milwaukee, Wisconsin, USA. She is an actress and writer, known for Flightplan (2005), How Do You Know (2010) and Friends (1994). She was previously married to David Damiani.",,,
1544,Mary Gibbs,1996-10-05,Pasadena,USA,,"Mary Gibbs was born on October 5, 1996 in Pasadena, California, USA as Mary Jessica Gibbs. She is an actress, known for Monsters, Inc. (2001), Inside Out (2015) and Mike's Monstrous Adventure (2002).",,,
707,Mary Gross,1953-03-25,Chicago,USA,68,"Mary Gross was born March 25, 1953 in Chicago, Illinois, to Virginia Ruth and William Oscar Gross. She is often associated with her run on Saturday Night Live (1975), from 1981-85, and other characters she plays on television and film including, Janis Zuckerman in Feds (1988), Annie Herman in Troop Beverly Hills (1989), Ms. Quick in seasons 2, 3, ...",,,3000000
854,Mary Kate Schellhardt,1978-11-01,,,,"Mary Kate Schellhardt grew up in an artistic family. Always in acting class, Mary Kate studied in Chicago at the Piven Theatre Workshop where she developed through the Viola Spolin techniques in theatre games. At the age of 13, she was discovered by casting director Gail Levin, during a nationwide search for the role of ""Ellen Grape"" in Lasse ...",,,
999,Mary Kay Bergman,1961-06-05,Los Angeles,USA,63,"Mary Kay Bergman did not have a face known to many - her voice was recognized more than anything else in the world. Although she was a big voiceover star in the 1990s, her true claim to fame was Trey Parker and Matt Stone's critically acclaimed adult animated television series, South Park (1997), in which she voiced almost all of the female ...",,,
1570,Mary Kay Place,1947-09-23,Tulsa,USA,61,"Mary Kay Place was born on September 23, 1947 in Tulsa, Oklahoma, USA. She is an actress, known for Being John Malkovich (1999), Girl, Interrupted (1999) and Youth in Revolt (2009).",,,8000000
1165,Mary Louise Wilson,1931-11-12,New Haven,USA,,"Mary Louise Wilson was born on November 12, 1931 in New Haven, Connecticut, USA. She is an actress, known for Nebraska (2013), Pet Sematary (1989) and Zelig (1983). She was previously married to Cibelli, Albert.",,,
231,Mary McDonnell,1952-04-28,Wilkes-Barre,USA,66,"Mary McDonnell is a two-time Oscar�-nominated actress, who is known for her character portrayals in both period and present-day screen roles, as well as a long history of stage and film roles. Mary Eileen McDonnell was born on April 28, 1952 in Wilkes-Barre, Pennsylvania, to Eileen (Mundy) and John McDonnell, a computer consultant, both of Irish ...",Female,White,12000000
63,Mary Steenburgen,1953-02-08,Newport,USA,68,"Mary Steenburgen is an Academy Award-winning American actress. She was born February 8, 1953, in Newport, Arkansas, USA. Her mother, Nellie May (Wall) Steenburgen, was a school-board secretary, and her father, Maurice H. Steenburgen, was a freight-train conductor. Her surname comes from distant Dutch ancestry, and her roots also include English, ...",Female,White,80000000
305,Mary Stuart Masterson,1966-06-28,New York City,USA,64,"Mary Stuart Masterson started acting before the age of ten, when she appeared in The Stepford Wives (1975) in 1975 with her father. Afterwards, at the direction of her parents, Mary Stuart led a life outside of the limelight, attending school in New York. She appeared in a few productions at New York's Dalton School. At the age of 15, the young ...",Female,,3000000
487,Mary Wickes,1910-06-13,St. Louis,USA,61,"From the grand old school of wisecracking, loud and lanky Mary Wickes had few peers while forging a career as a salty scene-stealer. Her abrupt, tell-it-like-it-is demeanor made her a consistent audience favorite on every medium for over six decades. She was particularly adroit in film parts that chided the super rich or exceptionally pious, and ...",Female,,
306,Mary-Louise Parker,1964-08-02,Fort Jackson,USA,67,"Southern-bred Mary-Louise Parker was born on August 2, 1964 in Fort Jackson, South Carolina, the youngest of four children of Judge John Morgan Parker, and the former Caroline Louise Morell. She is of mostly Swedish, English, and Scottish descent. Her father's occupation took the family both around the country and abroad while growing up. Parker ...",Female,,16000000
1738,Masashi Odate,,,,67,"Masashi Odate is an actor and producer, known for The Last Samurai (2003), Letters from Iwo Jima (2006) and The Wolverine (2013).",,,
1737,Masato Harada,1949-07-03,Numazu,Japan,,"Born in 1949, He has worked as a film critic for several Japanese magazines and newspapers and was considered one of Japan's most severe social critics before becoming a film director.",,,
2345,Mason Lee,1990-05-30,USA,,,"Mason Lee was born on May 30, 1990 in the USA as Mason Chun Lee. He is an actor, known for The Hangover Part II (2011), Lucy (2014) and Who Killed Cock Robin? (2017).",Male,,
2174,Mathieu Amalric,1965-10-25,Neuilly-sur-Seine,France,66,"Mathieu Amalric was born on October 25, 1965 in Neuilly-sur-Seine, Hauts-de-Seine, France. He is an actor and director, known for The Diving Bell and the Butterfly (2007), The Grand Budapest Hotel (2014) and Munich (2005).",,,3000000
2116,Matt Bushell,1974-01-08,Framingham,USA,72,"Matt Bushell was born on January 8, 1974 in Framingham, Massachusetts, USA as Matthew David Bushell. He is an actor and producer, known for Twilight (2008), Leatherheads (2008) and 24 (2001).",,,
262,Matt Clark,1936-11-25,Washington,USA,,"Born In Washington, D.C., Matt grew up in Arlington, VA, the son of Frederick W. Clark, a boat builder and cabinet maker, and Theresa (Costello) Clark, owner and director of a private school in Arlington. Following a two-year stint in the army, Matt attended George Washington University, but dropped out to join a local Washington, D.C. theatre ...",Male,White,
857,Matt Craven,1956-11-10,Port Colborne,Canada,61,"Canadian-born actor Matt Craven is among the most sought after character actors of film and television today, starring in such blockbuster critically acclaimed films as the Academy-Award-nominated ""Crimson Tide"" and ""A Few Good Men"" and SAG Award nominated ""X-Men: First Class."" Craven has starred opposite great Hollywood actors such as Denzel ...",,,
1014,Matt Damon,1970-10-08,Boston,USA,61,"Matthew Paige Damon was born on October 8, 1970, in Boston, Massachusetts, to Kent Damon, a stockbroker, realtor and tax preparer, and Nancy Carlsson-Paige, an early childhood education professor at Lesley University. Matt has an older brother, Kyle, a sculptor. His father was of English and Scottish descent, and his mother is of Finnish and ...",,,170000000
1122,Matt Dillon,1964-02-18,New Rochelle,USA,72,"Matt Dillon's successful film career has spanned over three decades and has showcased his wide range of dramatic and comedic talents. Dillon displayed his versatility with an arresting performance co-starring as a racist cop in the critically acclaimed Paul Haggis film Crash. This role earned him nominations for an Academy award, Golden Globe ...",,,40000000
1290,Matt Doran,1976-03-30,Sydney,Australia,61,"Born in Sydney in 1976, Matt Doran is an experienced film and television actor who had his first lead role in the film Pirates' Island at age 14. After graduating from the Australian Film and TV Academy, he became a core cast member on Australia's most successful television show Home and Away. He has worked on an array of Australian film and ...",,,
98,Matt Frewer,1958-01-04,Washington,USA,75,"Matt Frewer has been travelling all over North America in recent months filming recurring roles. In Vancouver as Carnage in Netflix's sci-fi drama Altered Carbon (2018); in Montreal (opposite Dennis Quaid) as Anthony Bruhl in NBC's Timeless (2016); in Toronto as Paul Rice in Crackle's The Art of More (2015), and also in Toronto as Dr. Leekie on ...",Male,White,4000000
1420,Matt LeBlanc,1967-07-25,Newton,USA,69,"Matt LeBlanc was born on 25 July 1967 in Newton, Massachussetts. His mother, Patricia, is of Italian origin, and worked as an office manager, and his father, Paul LeBlanc, who was from a French-Canadian family, was a mechanic. After graduating from high school, he spent some time as a photo model in Florida before moving to New York where he took ...",,White,80000000
2317,Matt Lucas,1974-03-05,Paddington,UK,66,"Matt Lucas was born on March 5, 1974 in Paddington, London, England as Matthew Richard Lucas. He is an actor and writer, known for Little Britain (2003), Bridesmaids (2011) and Alice Through the Looking Glass (2016). He was previously married to Kevin McGee.",Male,,
1022,Matt Mercier,1982-06-29,,,71,Matt Mercier is known for his work on Good Will Hunting (1997) and The Gifted (2017).,Male,,
1482,Matt Schulze,1972-07-03,St. Louis,USA,73,"Matt grew up in St. Louis and spent a good deal of time in the rough neighborhoods of East St. Louis. At age 16, he moved to Atlanta, where he studied guitar at the prestigious Atlanta Institute of Music. He moved back to St. Louis at age 17 and taught guitar for a year. He moved to Los Angeles in 1992 to be a studio musician, but ended up doing ...",Male,,
2399,Matt Walsh,1964-10-13,Chicago,USA,72,"Matt Walsh was born on October 13, 1964 in Chicago, Illinois, USA. He is an actor and writer, known for Veep (2012), Into the Storm (2014) and Ted (2012). He has been married to Morgan Walsh since March 21, 2009. They have three children.",,,
730,Matthew Broderick,1962-03-21,New York City,USA,67,"A slight comic actor chiefly known for his boyish charm, Matthew Broderick was born on March 21, 1962 in New York City, to Patricia Broderick (n�e Biow), a playwright and painter, and James Broderick, an actor. His father had Irish and English ancestry, and his mother was from a Jewish family (from Germany and Poland). Matthew initially took up ...",,,200000000
2523,Matthew Fox,1966-07-14,Abington,USA,74,"Matthew Chandler Fox was born in Abington, Pennsylvania. His mother, Loretta B. (Eagono), was a schoolteacher, and his father, Francis G. Fox, was a consultant for an oil company, who raised longhorn cattle and horses and grew barley for Coors beer. He has Italian (from his maternal grandfather), English, and Irish ancestry. Matthew entered the ...",Male,,10000000
2043,Matthew Gray Gubler,1980-03-09,Las Vegas,USA,73,"Matthew Gray Gubler is an Emmy award winning actor, director, producer, painter, and voice over actor from Las Vegas Nevada. While studying film directing at NYU he interned for Wes Anderson who gave him his first feature film role as Bill Murray's loyal intern ""Nico"" in The Life Aquatic with Steve Zissou (2004). For the past eleven years Gubler ...",Male,,10000000
603,Matthew Lawrence,1980-02-11,Abington,USA,68,"Matthew William Lawrence was born in Abington, Pennsylvania, to Donna (Shaw), a personnel manager, and Joseph Lawrence, an insurance broker. He is the middle brother of three, with Andrew Lawrence the youngest and Joey Lawrence the oldest. At age three, his mother started to bring him into NY city with her and his brother Joseph. They would go ...",Male,White,2000000
1628,Matthew Lillard,1970-01-24,Lansing,USA,75,"Matthew Lillard was born in Lansing, Michigan, to Paula and Jeffrey Lillard. He lived with his family in Tustin, California, from first grade to high school graduation. The summer after high school, he was hired as an extra for Ghoulies Go to College (1990). Matthew was the MC of the Nickelodeon program SK8 TV (1990) in 1989. He attended the ...",,,2000000
928,Matthew McConaughey,1969-11-04,Uvalde,USA,61,"American actor and producer Matthew David McConaughey was born in Uvalde, Texas. His mother, Mary Kathleen (McCabe), is a substitute school teacher originally from New Jersey. His father, James Donald McConaughey, was a Mississippi-born gas station owner who ran an oil pipe supply business. He is of Irish, Scottish, English, German, and Swedish ...",Male,White,140000000
2455,Matthew Modine,1959-03-22,Loma Linda,USA,75,"The youngest of seven, Matthew was born in Loma Linda, Ca, to Dolores (Warner), a bookkeeper, and Mark Alexander Modine, a drive-in theater manager. After graduating high school in Imperial Beach, Ca. Modine moved to NYC (1979). Matthew studied with Stella Adler at her Conservatory of Acting. While still a student of hers, he began landing ...",Male,,10000000
1774,Mattia Sbragia,1952-04-17,Rome,Italy,69,"Mattia Sbragia was born on April 17, 1952 in Rome, Lazio, Italy. He is an actor and director, known for The Passion of the Christ (2004), Ocean's Twelve (2004) and Righetto (2020).",,,
1046,Maura Tierney,1965-02-03,Boston,USA,63,"On the viewing horizon since the late 1980s, actress Maura Tierney has been a steady product of independent features, some hits and some misses, for close to a decade and a half. An odd and compelling beauty, she came from an upscale Bostonian family and was raised in the Hyde Park district. Born February 3, 1965, the eldest child of three of Pat, ...",,,10000000
448,Maureen Elisabeth Shay,1978-05-06,Rochester,USA,,"Maureen Elisabeth Shay was born on May 6, 1978 in Rochester, Minnesota, USA. She is an actress, known for Home Alone 2: Lost in New York (1992).",Female,,
535,Maurice Roeves,1937-03-19,Sunderland,UK,68,"Although born in Sunderland, he spent most of his life in Scotland and considers himself a true Scot. As a child he suffered from asthma and considers his recovery from it was due to playing the bugle in the Boys' Brigade. Educated in Glasgow, he toyed with the idea of becoming a teacher but after national service in the Royal Scots Greys Armoured ...",Female,White,
238,Maury Chaykin,1949-07-27,Brooklyn,USA,73,"The award-winning Canadian-American character actor Maury Chaykin was born on July 27, 1949 in Brooklyn, New York, the son of Professor Irving J. Chaykin and his wife Clarice. Irving Chaykin, an American citizen, taught accountancy at the City College of New York. The former Clarice Bloomfield, his mother, was born in Winnipeg, raised in Montreal,...",Male,White,
1457,Max Casella,1967-06-06,Washington,USA,67,"Max Casella was born on June 6, 1967 in Washington, District of Columbia, USA as Max Deitch. He is an actor, known for Jackie (2016), Inside Llewyn Davis (2013) and Blue Jasmine (2013). He has been married to Leona Casella since February 7, 2002. They have two children.",,,2000000
2491,Max Cullen,1940-04-29,Wellington,Australia,,"Max Cullen was born on April 29, 1940 in Wellington, New South Wales, Australia. He is an actor and writer, known for X-Men Origins: Wolverine (2009), Love My Way (2004) and The Great Gatsby (2013).",Male,,
1867,Max Thieriot,1988-10-14,Los Altos Hills,USA,69,"Max Thieriot was born in 1988 in Los Altos Hills, California, and has two siblings. He was raised in Occidental, CA, and graduated from Sonoma Country Day School in 2002 and El Molino High School in 2006. He started acting when he took an improvisation class and modeled for GAP. He was also in two short films before making his big-screen debut in ...",,,2000000
1639,Max von Sydow,1929-04-10,Lund,Sweden,76,"Max von Sydow was born Carl Adolf von Sydow on April 10, 1929 in Lund, Sk�ne, Sweden, to a middle-class family. He is the son of Baroness Maria Margareta (Rappe), a teacher, and Carl Wilhelm von Sydow, an ethnologist and folklore professor. His surname traces back to his father's partial German ancestry. When he was in high school, he and a few ...",,,16000000
1196,Maximilian Schell,1930-12-08,Vienna,Austria,61,"Maximilian Schell was the most successful German-speaking actor in English-language films since Emil Jannings, the winner of the first Best Actor Academy Award. Like Jannings, Schell won the Oscar, but unlike him, he was a dedicated anti-Nazi. Indeed, with the exception of Maurice Chevalier and Marcello Mastroianni, Schell was undoubtedly the most...",,,
2592,Maximiliano Hernandez,1973-09-12,Brooklyn,USA,69,"Maximiliano Hernandez was born in Brooklyn, NY. He is the middle of three children born to Honduran immigrants Jose Maximiliano Maria Elena Hernandez. He began acting at Bishop Ford High School in order to get out of detention. He continued acting in college where he auditioned and was accepted into the BFA program at the Leonard Davis Center ...",Male,,
2291,Maya Rudolph,1972-07-27,Gainesville,USA,67,"Maya Rudolph was born on July 27, 1972 in Gainesville, Florida, to Richard Rudolph, a music producer, and soul singer Minnie Riperton. Her mother was African-American and her father is Ashkenazi Jewish (from a family from Lithuania, Russia, Germany, and Hungary). In 1973, Maya, her parents, and her older brother, Marc Rudolph, moved to California ...",Female,,
817,Maynard Eziashi,1965-0-0,London,UK,,"Maynard Eziashi was born in 1965 in London, England. He is an actor, known for Ace Ventura: When Nature Calls (1995), Mister Johnson (1990) and The Contract (2006).",,,
2362,Meg Phillips,1985-10-13,Jacksonville,USA,63,"Actress and model Meg Phillips was born in Jacksonville, Florida. She grew up traveling the US, eventually settling in southern New Jersey for High School. She has attended Fordham University, as well as the American Musical and Dramatic Academy (AMDA) in New York City. Moving to New York in order to pursue an acting career, she soon landed the ...",Female,,
45,Meg Ryan,1961-11-19,Fairfield,USA,68,"Blond-haired, blue-eyed with an effervescent personality, Meg Ryan was born Margaret Mary Emily Hyra in Fairfield, Connecticut, to Susan (Duggan), an English teacher and one-time actress, and Harry Hyra, a math teacher. She is of Ruthenian, Polish, Irish, and German ancestry (""Hyra"" is a Ruthenian surname, and ""Ryan"" is her maternal grandmother's ...",Female,White,85000000
524,Megan Cavanagh,1960-11-08,Chicago,USA,,"Megan Cavanagh was born on November 8, 1960 in Chicago, Illinois, USA. She is an actress, known for Dracula: Dead and Loving It (1995), Robin Hood: Men in Tights (1993) and Miss Congeniality 2: Armed Fabulous (2005).",Female,White,
2081,Megan Fox,1986-05-16,Oak Ridge,USA,64,"Megan Denise Green (n�e Fox; born March 16, 1986) is an American actress and model. Megan was born in Oak Ridge, Tennessee to Gloria Darlene Cisson, a real estate manager and Franklin Thomas Fox, a parole officer; she was raised in Rockwood, Tennessee during her early childhood. She began her training in drama and dance at age 5 and, at age 10, ...",Female,,8000000
1882,Mel Brooks,1926-06-28,Brooklyn,USA,65,"Mel Brooks was born Melvin Kaminsky on June 28, 1926 in Brooklyn, New York. He served in WWII, and afterwards got a job playing the drums at nightclubs in the Catskills. Brooks eventually started a comedy act and also worked in radio and as Master Entertainer at Grossinger's Resort before going to television. He was a writer for, Your Show of Shows...",,,
71,Mel Gibson,1956-01-03,Peekskill,USA,69,"Mel Columcille Gerard Gibson was born January 3, 1956 in Peekskill, New York, USA, as the sixth of eleven children of Hutton Gibson, a railroad brakeman, and Anne Patricia (Reilly) Gibson (who died in December of 1990). His mother was Irish, from County Longford, while his American-born father is of mostly Irish descent. Mel and his family moved to...",Male,White,425000000
295,Mel Johnson Jr.,,,,61,"Among his best known roles, Johnson portrays the mutant cab driver Benny in the 1990 hit science fiction film, Total Recall. He also starred in the Broadway musical, On the Twentieth Century and appeared in the Public Theater's ""Shakespeare in the Park"" 2005 revival of Two Gentlemen of Verona. He was also in the musical The Rink. Johnson is also ...",Male,,
1149,Melanie Chartoff,1948-12-15,New Haven,USA,64,"Melanie Chartoff was born on December 15, 1948 in New Haven, Connecticut, USA. She is an actress and director, known for Alexander IRL (2017) and Switched at Birth (2011). She has been married to Stan Friedman since July 5, 2013.",,,
1574,Melanie Lynskey,1977-05-16,New Plymouth,New Zealand,67,"At 16 years of age, Melanie Lynskey captivated audiences with her astonishing debut in Peter Jackson's Heavenly Creatures (1994). Her portrayal of an outcast teen whose relationship with her best friend (Kate Winslet) spirals dangerously out of control was described as ""perfect"" by TIME magazine and earned Lynskey a New Zealand Film Award for Best...",,,5000000
377,Melinda Dillon,1939-10-13,Hope,USA,68,"Melinda Dillon came to prominence with the role of Jillian Guiler, a mother whose child is abducted by aliens in Steven Spielberg's Close Encounters of the Third Kind (1977). Dillon's performance in the film earned an Academy Award nomination for Best Supporting Actress. A few years later, Dillon received another Academy Award nomination for Best ...",Female,White,3000000
1407,Melinda McGraw,1963-10-25,Nicosia,Cyprus,67,"Melinda McGraw is a classically trained actress known for her range, playing a wide variety of roles in comedy and drama alike. Ms. McGraw grew up in the Boston area and was a member of the Boston Children's Theater. She attended Bennington College briefly until she was accepted at the Royal Academy of Dramatic Arts in London. Her school mates ...",,,
2469,Melissa McCarthy,1970-08-26,Plainfield,USA,62,"Melissa McCarthy was born in Plainfield, Illinois, to Sandra and Michael McCarthy, and was raised on her family's corn and soybean farm. She began her performing career as a stand-up comedian in New York where she appeared at the famous clubs, Stand Up New York and The Improv. She worked on her acting skills at The Actors Studio and appeared in ...",Female,White,
1253,Mena Suvari,1979-02-13,Newport,USA,64,"Mena Alexandra S�vari was born in Newport, Rhode Island to Candice (Thompson), a nurse, and Ando S�vari, a psychiatrist. Her father was Estonian and her mother is of Greek, Norwegian, and German descent. Mena was raised in a Rhode Island home that was built in 1870 and had early aspirations of becoming an archaeologist before moving to Charleston,...",,,7000000
1623,Merritt Wever,1980-08-11,Manhattan,USA,68,"Merritt Wever grew up in downtown New York and has been acting since she was very young. She graduated from LaGuardia High School and then attended Sarah Lawrence College. She was raised by her mother to be politically progressive. When not acting or protesting, Merritt enjoys spending time with her cat Spooky or going to the theater with a friend...",,,5000000
1948,Meryl Streep,1949-06-22,Summit,USA,66,"Considered by many critics to be the greatest living actress, Meryl Streep has been nominated for the Academy Award an astonishing 21 times, and has won it three times. Meryl was born Mary Louise Streep in 1949 in Summit, New Jersey, to Mary Wolf (Wilkinson), a commercial artist, and Harry William Streep, Jr., a pharmaceutical executive. Her ...",Female,,160000000
2316,Mia Wasikowska,1989-10-25,Canberra,Australia,64,"Mia is an Australian actress, born and raised in the country's capital, Canberra. She is the daughter of photographers Marzena Wasikowska and John Reid. Her mother is Polish and her father is an Australian of British ancestry. She has an older sister, Jess, and a younger brother, Kai. At age eight, her family moved to Poland for a year. At age nine...",Female,,8000000
583,Michael Bacall,1973-04-19,Los Angeles,USA,65,"Michael Bacall was born on April 19, 1973 in Los Angeles, California, USA as Michael Stephen Buccellato. He is an actor and writer, known for Inglourious Basterds (2009), Scott Pilgrim vs. the World (2010) and 21 Jump Street (2012).",Male,,
610,Michael Biehn,1956-07-31,Anniston,USA,61,"Michael Connell Biehn was born on July 31, 1956 in Anniston, Alabama, to Marcia (Connell) and Don Biehn, a lawyer. He grew up in Lincoln, Nebraska, and at age 14 moved with his family to Lake Havasu, Arizona, where he won a drama scholarship to the University of Arizona. He left prematurely two years later to pursue an acting career in Hollywood. ...",Male,White,8000000
147,Michael Byrne,1943-11-07,London,UK,69,"Michael Byrne was born on November 7, 1943 in London, England. He is an actor, known for Indiana Jones and the Last Crusade (1989), Tomorrow Never Dies (1997) and The Sum of All Fears (2002).",Male,White,
449,Michael C. Maronna,1977-09-27,Brooklyn,USA,,"Michael C. Maronna was born in Brooklyn, the oldest of 3 children, and began acting at the tender age of 5. He attended public schools in Brooklyn and Queens while working on commercials, soap operas, and eventually on Broadway. After beginning 7th grade at Hunter College High School in Manhattan, Michael was cast in the Nickelodeon TV show ""The ...",Male,,
1235,Michael C. Williams,1973-07-25,The Bronx,USA,61,"Michael C. Williams was born on July 25, 1973 in The Bronx, New York, USA. He is an actor and writer, known for The Blair Witch Project (1999), Altered (2006) and The Objective (2008). He has been married to Toni since September 17, 1999. They have two children.",,,
1605,Michael Caine,1933-03-14,Rotherhithe,UK,74,"Michael Caine was born Maurice Joseph Micklewhite in London, to Ellen Frances Marie (Burchell), a charlady, and Maurice Joseph Micklewhite, a fish-market porter. He left school at age 15 and took a series of working-class jobs before joining the British army and serving in Korea during the Korean War, where he saw combat. Upon his return to ...",,White,80000000
2026,Michael Cera,1988-06-07,Brampton,Canada,69,"Canadian actor Michael Cera was born in Brampton, Ontario, to parents who worked for Xerox. His mother, Linda, who is from Quebec, has English, Irish, Scottish, and Dutch ancestry, and his father, Luigi Cera, is Sicilian. Michael is the middle child between two sisters. He was educated at Conestoga Public School, Robert H. Lagerquist Senior Public...",Male,,20000000
296,Michael Champion,,Anderson,USA,,"Michael Champion was born in Anderson, Indiana, USA as Michael Campbell. He is an actor, known for Total Recall (1990), Beverly Hills Cop (1984) and History of the World: Part I (1981).",Male,,
2454,Michael Chernus,1977-08-08,Rocky River,USA,61,"Also an accomplished stage actor, Michael won a 2011 OBIE Award and received a Lucille Lortel Award nomination for his performance in Lisa Kron's ""In the Wake"" at The Public Theater in New York City. On stage, he most recently co-starred with David Hyde Pierce in the Manhattan Theater Club production of ""Close Up Space"" at New York City Center. ...",Male,,
1899,Michael Chiklis,1963-08-30,Lowell,USA,69,"Michael Chiklis has been working professionally as an actor since he was thirteen. He started in the theater and after receiving his BFA in acting from Boston University's College Of Fine Arts, Michael moved to New York City where he continued acting on the stage until he got his big break playing the late, great John Belushi in the controversial ...",,,14000000
1158,Michael Chow,1939-0-0,China,,,"Michael Chow was born in 1939 in China. He is an actor, known for You Only Live Twice (1967), My Sister's Keeper (2009) and Rush Hour (1998). He has been married to Eva Chun since January 15, 1992. They have one child. He was previously married to Tina Chow and Grace Coddington.",,,
1230,Michael Clarke Duncan,1957-12-10,Chicago,USA,77,"Michael Clarke Duncan was born on December 10, 1957 in Chicago, Illinois. Raised by his single mother, Jean, a house cleaner, on Chicago's South Side, Duncan grew up resisting drugs and alcohol, instead concentrating on school. He wanted to play football in high school, but his mother wouldn't let him, afraid that he would get hurt. He then turned...",,,8000000
755,Michael Conner Humphreys,1985-0-0,Independence,USA,,"Michael Conner Humphreys was born in 1985 in Independence, Mississippi, USA. He is an actor, known for Forrest Gump (1994), Pathfinders: In the Company of Strangers (2011) and Knight's End (2020).",,,
1559,Michael Constantine,1927-05-22,Reading,USA,67,"Award-winning Greek-American actor Michael Constantine (born 22 May 1927) is best known for his portrayal of the Windex bottle-toting family patriarch ""Gus Portokalos"" in the sleeper hit My Big Fat Greek Wedding (2002). Before his appearance in that movie and the subsequent TV series based on it, he was primarily known for his portrayal of ...",,,
456,Michael DeLuise,1969-08-04,Los Angeles,USA,68,"Michael DeLuise was born on August 4, 1969 in Los Angeles, California, USA as Michael Robert Deluise. He is an actor and director, known for Encino Man (1992), Wayne's World (1992) and SeaQuest 2032 (1993).",Male,,
267,Michael Donovan O'Donnell,,,,,"Michael Donovan O'Donnell is known for his work on Dick Tracy (1990), Lovely But Deadly (1981) and Black Shampoo (1976).",Male,White,
936,Michael Dorn,1952-12-09,Luling,USA,74,"Michael Dorn was born on December 9, 1952 in Luling, Texas, USA as Michiel Dorn. He is an actor and director, known for Star Trek: First Contact (1996), Star Trek: Insurrection (1998) and Star Trek: Nemesis (2002).",Male,African American,8000000
