movieid,actorid,character_name,creditorder,pay,screentime
205,1281,Belling,9,,
206,519,Paul Edgecomb,1,,
206,968,Brutus 'Brutal' Howell,2,,
206,875,Jan Edgecomb,3,,
206,1230,John Coffey,4,,
206,940,Warden Hal Moores,5,,
206,643,Eduard Delacroix,6,,
206,232,Arlen Bitterbuck,7,,
206,1282,Percy Wetmore,8,,
206,1283,Wild Bill' Wharton,9,,
207,69,Neo,1,,
207,1284,Morpheus,2,,
207,1285,Trinity,3,,
207,1286,Agent Smith,4,,
207,1287,Oracle,5,,
207,663,Cypher,6,,
207,1288,Tank,7,,
207,1289,Apoc,8,,
207,1290,Mouse,9,,
208,153,Maggie Carpenter,1,,
208,166,Ike Graham,2,,
208,1291,Peggy Flemming,3,,
208,173,Fisher,4,,
208,585,Ellie Graham,5,,
208,1292,Walter Carpenter,6,,
208,1293,Coach Bob Kelly,7,,
208,1294,Priest Brian Norris,8,,
208,1295,George 'Bug Guy' Swilling,9,,
209,660,Travis,1,,
209,1296,Libby,2,,
209,1297,Matty - Age 4,3,,
209,1298,Bobby,4,,
209,1299,Nick,5,,
209,1300,Rudy (as John MacLaren),6,,
209,1301,Warren (as Edward Evanko),7,,
209,1302,Angie,8,,
209,1303,Bartender At Party,9,,
210,388,Paul Vitti,1,,
210,44,Dr. Ben Sobel,2,,
210,1304,Laura MacNamara Sobel,3,,
210,1305,Primo Sidone,4,,
210,1306,50s Gangster (as Kresimir Novakovic),5,,
210,1307,Young Vitti Sr.,6,,
210,1308,Young Dominic Manetta,7,,
210,1309,Dominic Manetta,8,,
210,1310,Jelly,9,,
211,1057,Rick O'Connell,1,,
211,1311,Evelyn Carnahan,2,,
211,1312,Jonathan Carnahan,3,,
211,1313,Imhotep,4,,
211,1314,Beni Gabor,5,,
211,873,Dr. Allen Chamberlain,6,,
211,1315,Ardeth Bay,7,,
211,1316,Dr. Terrence Bey,8,,
211,1317,Mr. Henderson,9,,
212,519,Woody,1,,
212,701,Buzz Lightyear,2,,
212,1291,Jessie the Yodeling Cowgirl,3,,
212,1318,Stinky Pete the Prospector,4,,
212,809,Mr. Potato Head,5,,
212,810,Slinky Dog,6,,
212,811,Rex the Green Dinosaur,7,,
212,812,Hamm the Piggy Bank,8,,
212,119,Bo Peep,9,,
213,591,Qui-Gon Jinn,1,,
213,1319,Obi-Wan Kenobi,2,,
213,1320,Queen Amidala,3,,
213,1321,Anakin Skywalker,4,,
213,1322,Senator Palpatine,5,,
213,1323,Shmi Skywalker,6,,
213,1324,Sio Bibble,7,,
213,1325,Captain Panaka,8,,
213,1326,Jar Jar Binks,9,,
214,131,Stuart Little,1,,
214,520,Mrs. Little,2,,
214,962,Mr. Little,3,,
214,951,George Little,4,,
214,916,Snowbell,5,,
214,1305,Smokey,6,,
214,1179,Monty,7,,
214,1327,Lucky,8,,
214,513,Red,9,,
216,408,Clayton,1,,
216,959,Kala,2,,
216,1328,Jane,3,,
216,216,Tarzan,4,,
216,672,Professor Porter,5,,
216,1329,Kerchak,6,,
216,987,Tantor,7,,
216,1330,Young Tarzan,8,,
216,523,Terk,9,,
217,971,James West,1,,
217,622,Artemus Gordon,2,,
217,1331,Dr. Arliss Loveless,3,,
217,1332,Rita Escobar,4,,
217,1042,Coleman,5,,
217,1087,General McGrath,6,,
217,1333,Amazonia (as Frederique van der Wal),7,,
217,1334,Munitia,8,,
217,1335,Miss Lippenrieder,9,,
218,1336,Master Li Mu Bai,1,,
218,1112,Yu Shu Lien,2,,
218,1337,Jen Yu (Mandarin version),3,,
218,1338,Lo 'Dark Cloud',4,,
218,1339,Sir Te,5,,
218,1340,Jade Fox,6,,
218,1341,Governor Yu,7,,
218,1342,Bo,8,,
218,1343,Madame Yu,9,,
219,1344,Drew,1,,
219,1345,The Killer,2,,
219,1346,Not Drew's Boyfriend,3,,
219,1347,"Trick or Treater #1",4,,
219,1348,"Trick or Treater #2",5,,
219,1349,"Trick or Treater #3",6,,
219,1350,Drew's Dad,7,,
219,1351,Drew's Mom,8,,
219,1352,Cindy,9,,
220,514,Malcolm Turner,1,,
220,1353,Sherry Pierce,2,,
220,1354,John,3,,
220,1355,Trent Pierce,4,,
220,831,Lester Vesco (as Terrence Dashon Howard),5,,
220,1356,Nolan,6,,
220,1357,Hattie Mae Pierce (Big Momma),7,,
220,1358,Ben Rawley,8,,
220,1359,Sadie,9,,
221,614,Coach Herman Boone,1,,
221,740,Coach Bill Yoast,2,,
221,1360,Julius Campbell,3,,
221,1361,Gerry Bertier,4,,
221,1362,Petey Jones,5,,
221,1363,Jerry 'Rev' Harris,6,,
221,1364,Louie Lastik,7,,
221,1365,Ronnie 'Sunshine' Bass,8,,
221,1218,Sheryl Yoast,9,,
222,1366,Fetcher,1,,
222,1367,Mac,2,,
222,71,Rocky,3,,
222,1368,Mr. Tweedy,4,,
222,1369,Babs,5,,
222,431,Mrs. Tweedy,6,,
222,1370,Ginger,7,,
222,1371,Nick,8,,
222,1372,Bunty,9,,
223,1373,Javier Rodriguez,1,,
223,1374,Manolo Sanchez,2,,
223,1375,Desert Truck Driver,3,,
223,1376,Desert Truck Driver,4,,
223,1377,General Arturo Salazar,5,,
223,1378,Salazar Soldier / The Torturer,6,,
223,1379,"Salazar Soldier #2",7,,
223,1380,Lawyer Rodman,8,,
223,80,Robert Wakefield,9,,
224,153,Erin Brockovich,1,,
224,1381,Dr. Jaffe,2,,
224,1382,Rosalind,3,,
224,1383,Ed Masry,4,,
224,1384,Donald,5,,
224,211,Brenda,6,,
224,1385,Los Angeles Judge,7,,
224,1386,Defending Lawyer,8,,
224,1387,Defendant,9,,
225,388,Jack Byrnes,1,,
225,1123,Greg Focker,2,,
225,1388,Pam Byrnes,3,,
225,374,Dina Byrnes,4,,
225,1389,Deborah Byrnes,5,,
225,1390,Denny Byrnes,6,,
225,1229,Kevin Rawley,7,,
225,492,Dr. Larry Banks,8,,
225,1391,Dr. Bob Banks,9,,
226,71,Nick Marshall,1,,
226,994,Darcy Maguire,2,,
226,1392,Lola,3,,
226,1393,Dan Wanamaker,4,,
226,1394,Alex Marshall,5,,
226,1395,Morgan Farwell,6,,
226,696,Gigi,7,,
226,1396,Eve,8,,
226,1397,Margo,9,,
227,1398,Logan,1,,
227,932,Professor Charles Xavier,2,,
227,1399,Eric Lensherr,3,,
227,868,Jean Grey,4,,
227,1400,Scott Summers,5,,
227,512,Ororo Munroe,6,,
227,1401,Rogue,7,,
227,1402,Sabretooth,8,,
227,1403,Toad,9,,
228,253,Sherman Klump,1,,
228,1404,Denise,2,,
228,953,Dean Richmond,3,,
228,955,Jason,4,,
228,1405,Denise's Father,5,,
228,1406,Denise's Mother,6,,
228,1407,Leanne Guilford,7,,
228,957,"Ernie Klump, Jr.",8,,
228,1408,Isaac,9,,
229,1409,Ramon,1,,
229,1410,Bettina Peterson,2,,
229,1411,Fyodor,3,,
229,1412,Dick Peterson,4,,
229,1413,Beautiful Russian Woman (as Yelena Papovic),5,,
229,1414,Russian Babushka,6,,
229,1415,Nicolai,7,,
229,519,Chuck Noland,8,,
229,1416,Yuri,9,,
230,1039,Natalie Cook,1,,
230,888,Dylan Sanders,2,,
230,1417,Alex Munday,3,,
230,115,John Bosley,4,,
230,1283,Eric Knox,5,,
230,1418,Vivian Wood,6,,
230,252,Roger Corwin,7,,
230,1419,Thin Man,8,,
230,1420,Jason Gibbons,9,,
231,560,Claire Spencer,1,,
231,1421,Caitlin Spencer,2,,
231,1422,Mary Feur,3,,
231,1423,Warren Feur,4,,
231,140,Norman Spencer,5,,
231,1424,Beatrice,6,,
231,1425,Jody,7,,
231,1426,"PhD Student #1",8,,
231,1427,"PhD Student #2",9,,
232,1428,Maximus,1,,
232,1429,Commodus,2,,
232,1430,Lucilla,3,,
232,1431,Proximo,4,,
232,441,Marcus Aurelius,5,,
232,1432,Gracchus,6,,
232,1433,Juba,7,,
232,1434,Falco,8,,
232,964,Gaius,9,,
233,71,Benjamin Martin,1,,
233,1435,Gabriel Martin,2,,
233,960,Charlotte Selton,3,,
233,1436,Col. William Tavington,4,,
233,1255,Col. Harry Burwell,5,,
233,871,Jean Villeneuve,6,,
233,122,Reverend Oliver,7,,
233,1437,Anne Howard,8,,
233,1138,Gen. Lord Charles Cornwallis,9,,
234,1438,Billy Tyne,1,,
234,1439,Bobby Shatford,2,,
234,288,Dale 'Murph' Murphy,3,,
234,1440,Christina Cotter,4,,
234,1107,David 'Sully' Sullivan,5,,
234,1441,Mike 'Bugsy' Moran,6,,
234,1442,Alfred Pierre,7,,
234,403,Linda Greenlaw,8,,
234,1443,Melissa Brown,9,,
235,688,Grinch,1,,
235,1444,Cindy Lou Who,2,,
235,1445,Max,3,,
235,1126,Mayor Augustus Maywho,4,,
235,920,Martha May Whovier,5,,
235,1446,Lou Lou Who,6,,
235,1447,Betty Lou Who,7,,
235,1448,Whobris,8,,
235,1449,8-Year-Old Grinch,9,,
236,19,Ethan Hunt,1,,
236,1450,Sean Ambrose,2,,
236,1451,Nyah Hall,3,,
236,624,Luther Strickell,4,,
236,1452,Hugh Stamp,5,,
236,1453,Billy Baird,6,,
236,1454,McCloy,7,,
236,1455,Dr. Nekhorvich,8,,
236,1456,Wallis,9,,
237,939,Plio,1,,
237,632,Yar,2,,
237,1457,Zini,3,,
237,1218,Suri,4,,
237,1458,Aladar,5,,
237,1459,Kron,6,,
237,1460,Bruton,7,,
237,1461,Neera,8,,
237,961,Baylene,9,,
238,1242,Jim Levenstein,1,,
238,1244,Nadia,2,,
238,1245,Michelle Flaherty,3,,
238,1246,Oz,4,,
238,1250,Kevin Myers,5,,
238,1249,Jessica,6,,
238,1462,Vicky,7,,
238,1463,Stifler,8,,
238,1253,Heather,9,,
239,1464,Gregorio Cortez,1,,
239,1465,Ingrid Cortez,2,,
239,1466,Carmen Cortez,3,,
239,1467,Juni Cortez,4,,
239,1468,Fegan Floop,5,,
239,1102,Alexander Minion,6,,
239,1113,Ms. Gradenko,7,,
239,1469,Felix Gumm,8,,
239,424,Mr. Lisp,9,,
240,1470,Queen Clarisse Renaldi,1,,
240,1471,Mia Thermopolis,2,,
240,173,Joe,3,,
240,1472,Lilly Moscovitz,4,,
484,2409,Gale Hawthorne,2,,
484,2496,Marvel,3,,
484,2497,Ripper,4,,
484,2411,Greasy Sae,5,,
484,476,Haymitch Abernathy,6,,
484,2498,Peeta Mellark,7,,
484,2412,Katniss' Mother,8,,
484,2408,Primrose Everdeen,9,,
485,967,Grug,1,,
485,2330,Eep,2,,
485,2199,Guy,3,,
485,2499,Ugga,4,,
485,2500,Gran,5,,
485,2501,Thunk,6,,
485,2502,Belt,7,,
485,2503,Sandy,8,,
485,2503,Sandy,9,,
486,2504,Anna,1,,
486,2052,Elsa,2,,
486,2505,Kristoff,3,,
486,2506,Olaf,4,,
486,2507,Hans,5,,
486,1593,Duke,6,,
486,2508,Pabbie,7,,
486,2509,Oaken,8,,
486,2510,Kai,9,,
488,2381,Thor,1,,
488,1320,Jane Foster,2,,
488,2382,Loki,3,,
488,538,Odin,4,,
488,2243,Malekith,5,,
488,2511,Sif,6,,
488,2209,Fandral,7,,
488,2512,Volstagg,8,,
488,2513,Hogun,9,,
489,2230,Kirk,1,,
489,2231,Spock,2,,
489,2232,Uhura,3,,
489,1785,Bones,4,,
489,2011,Scotty,5,,
489,2233,Sulu,6,,
489,2514,Khan,7,,
489,2515,Chekov,8,,
489,1299,Pike,9,,
491,2145,Tony Stark,1,,
491,835,Pepper Potts,2,,
491,2320,Colonel James Rhodes,3,,
491,2516,Aldrich Killian,4,,
491,2517,Maya Hansen,5,,
491,1198,Happy Hogan,6,,
491,592,Trevor Slattery,7,,
491,2518,Savin,8,,
491,2519,Brandt,9,,
492,722,Gerry Lane,1,,
492,2520,Karin Lane,2,,
492,2521,Segen,3,,
492,2518,Captain Speke,4,,
492,2522,Jurgen Warmbrunn,5,,
492,2523,Parajumper,6,,
492,2524,Thierry Umutoni,7,,
492,968,Ex-CIA Agent,8,,
492,2525,Andrew Fassbach,9,,
493,44,Mike,1,,
493,748,Sullivan,2,,
493,1228,Randy,3,,
493,1189,Dean Hardscrabble,4,,
493,2077,Squishy,5,,
493,2526,Don,6,,
493,2527,Terri,7,,
493,1216,Terry,8,,
493,2528,Art,9,,
494,2529,Clark Kent,1,,
494,1975,Lois Lane,2,,
494,1496,General Zod,3,,
494,1440,Martha Kent,4,,
494,1428,Jor-El,5,,
494,2530,Faora-Ul,6,,
494,2531,General Swanwick,7,,
494,1190,Dr. Emil Hamilton,8,,
494,1293,Colonel Nathan Hardy,9,,
495,1399,Gandalf,1,,
495,2456,Bilbo,2,,
495,2375,Thorin,3,,
495,2457,Balin,4,,
495,2458,Dwalin,5,,
495,2459,Bifur,6,,
495,2460,Bofur,7,,
495,2461,Bombur,8,,
495,2462,Fili,9,,
496,2031,Mac Radner,1,,
496,2532,Kelly Radner,2,,
496,2533,Stella,3,,
496,2534,Stella,4,,
496,2535,Bill Wazowkowski,5,,
496,2536,Jimmy,6,,
496,2537,Paula,7,,
496,2402,Teddy Sanders,8,,
496,2538,Pete,9,,
497,1985,Schmidt,1,,
497,2539,Jenko,2,,
497,1071,The Ghost,3,,
497,2540,Zook,4,,
497,2541,Maya,5,,
497,2542,Mercedes,6,,
497,2543,Captain Dickson,7,,
497,2544,Keith Yang,8,,
497,2545,Kenny Yang,9,,
498,1857,Chris Kyle,1,,
498,2546,Goat-Winston,2,,
498,2547,Young Chris Kyle,3,,
498,2548,Wayne Kyle,4,,
498,2549,Deby Kyle,5,,
498,2550,Young Jeff Kyle,6,,
498,2551,Pastor,7,,
498,2552,Bully (as Brandon Salgado-Telis),8,,
498,1856,Jeff Kyle,9,,
499,1977,Batman,1,,
499,2410,Wyldstyle,2,,
499,2553,Blake / Additional Voices (voice),3,,
499,2554,Unikitty,4,,
499,2555,Octan Robot / Additional Voices (voice),5,,
499,1911,C-3PO (voice),6,,
499,2528,Benny,7,,
499,2556,Mom (voice),8,,
499,2557,Han Solo (voice),9,,
500,1015,Nick Dunne,1,,
500,1658,Amy Dunne,2,,
500,2358,Desi Collings,3,,
500,2558,Tanner Bolt,4,,
500,2559,Margo Dunne,5,,
500,2192,Detective Rhonda Boney,6,,
500,2560,Officer James Gilpin,7,,
500,2561,Rand Elliott,8,,
500,2562,Marybeth Elliott,9,,
501,2563,Tris,1,,
501,2564,Four,2,,
501,1296,Natalie,3,,
501,2565,Eric,4,,
501,2512,Marcus,5,,
501,2566,Christina,6,,
501,2567,Peter,7,,
501,216,Andrew,8,,
501,2568,Caleb,9,,
502,2081,April O'Neil,1,,
502,1977,Vern Fenwick,2,,
502,1107,Eric Sacks,3,,
502,2569,Raphael,4,,
502,2570,Michelangelo,5,,
502,2571,Leonardo,6,,
502,2572,Leonardo,7,,
502,2573,Donatello,8,,
502,2574,Splinter,9,,
503,2407,Katniss Everdeen,1,,
503,2498,Peeta Mellark,2,,
503,2409,Gale Hawthorne,3,,
503,476,Haymitch Abernathy,4,,
503,417,President Snow,5,,
503,494,Plutarch Heavensbee,6,,
503,662,President Alma Coin,7,,
503,2408,Primrose Everdeen,8,,
503,2388,Finnick Odair,9,,
504,2035,Hiccup,1,,
504,1527,Valka,2,,
504,2308,Stoick,3,,
504,2309,Gobber,4,,
504,2310,Astrid,5,,
504,1985,Snotlout,6,,
504,2311,Fishlegs,7,,
504,2312,Tuffnut,8,,
504,2281,Ruffnut,9,,
505,2575,Ford Brody,1,,
505,2576,Young Ford,2,,
505,1735,Dr. Ishiro Serizawa,3,,
505,2577,Joe Brody,4,,
505,2578,Elle Brody,5,,
505,2579,Sam Brody,6,,
505,2580,Vivienne Graham,7,,
505,909,Sandra Brody,8,,
505,659,Admiral William Stenz,9,,
506,2581,Baymax,1,,
506,2582,Hiro,2,,
506,2229,Tadashi,3,,
506,2312,Fred,4,,
506,2583,Go Go,5,,
506,2584,Wasabi,6,,
506,2471,Honey Lemon,7,,
506,940,Robert Callaghan,8,,
506,1593,Alistair Krei,9,,
507,2585,Murph (Older),1,,
507,928,Cooper,2,,
507,2467,Murph (10 Yrs.),3,,
507,678,Donald,4,,
507,2586,Tom (15 Yrs.),5,,
507,2587,School Principal,6,,
507,2588,Ms. Hanley,7,,
507,2589,Boots (as Francis Xavier McCarthy),8,,
507,1446,TARS,9,,
508,1898,Steve Rogers,1,,
508,550,Nick Fury,2,,
508,2321,Natasha Romanoff,3,,
508,635,Alexander Pierce,4,,
508,2373,Bucky Barnes,5,,
508,2590,Sam Wilson,6,,
508,2449,Maria Hill,7,,
508,2591,Brock Rumlow,8,,
508,2592,Jasper Sitwell,9,,
509,1940,Caesar,1,,
509,2488,Malcolm,2,,
509,537,Dreyfus,3,,
509,2009,Ellie,4,,
509,2593,Koba,5,,
509,2594,Alexander,6,,
509,2595,Carver,7,,
509,2596,Blue Eyes,8,,
509,2350,Rocket,9,,
510,2597,Peter Quill,1,,
510,2232,Gamora,2,,
510,2598,Drax,3,,
510,1186,Groot,4,,
510,1857,Rocket,5,,
510,2599,Ronan,6,,
510,286,Yondu Udonta,7,,
510,2600,Nebula,8,,
510,1433,Korath,9,,
240,1473,Lana Thomas,5,,
240,413,"Mia's Mom, Helen",6,,
240,1474,Michael Moscovitz,7,,
240,814,Student Josh Bryant,8,,
240,1475,Student Jeremiah Hart,9,,
241,1476,Brian O'Conner,1,,
241,1186,Dominic Toretto,2,,
241,1477,Letty,3,,
241,1478,Mia Toretto,4,,
241,1479,Johnny Tran,5,,
241,1480,Jesse,6,,
241,1481,Leon,7,,
241,1482,Vince,8,,
241,1087,Sgt. Tanner,9,,
242,450,Shrek,1,,
242,253,Donkey,2,,
242,1039,Princess Fiona,3,,
242,678,Lord Farquaad,4,,
242,1483,Monsieur Hood,5,,
242,1484,Ogre Hunter (voice),6,,
242,1485,Ogre Hunter (voice),7,,
242,732,Captain of Guards,8,,
242,1486,Baby Bear,9,,
243,1428,John Nash,1,,
243,657,Parcher,2,,
243,1487,Alicia Nash,3,,
243,779,Dr. Rosen,4,,
243,1488,Charles,5,,
243,1185,Sol,6,,
243,1489,Hansen,7,,
243,1490,Bender,8,,
243,1491,Ainsley,9,,
244,19,David Aames,1,,
244,1492,Sofia Serrano,2,,
244,1039,Julie Gianni,3,,
244,416,McCabe,4,,
244,1493,Brian Shelby,5,,
244,1494,Edmund Ventura,6,,
244,1371,Thomas Tipp,7,,
244,1495,Rebecca Dearborn,8,,
244,1496,Aaron,9,,
245,253,Dr. John Dolittle,1,,
245,1191,Lisa Dolittle,2,,
245,1193,Charisse Dolittle,3,,
245,1192,Maya Dolittle,4,,
245,1497,Eric,5,,
245,1498,Secretary,6,,
245,1499,Eldon (as James L. Avery),7,,
245,1500,Eldon's Wife,8,,
245,1501,Eugene Wilson,9,,
246,1438,Danny Ocean,1,,
246,1502,"Board Member #1",2,,
246,1503,"Board Member #2",3,,
246,1504,"Board Member #3",4,,
246,1505,Blackjack Dealer,5,,
246,1506,Frank Catton,6,,
246,722,Rusty Ryan,7,,
246,1507,Bartender,8,,
246,1508,Security Guard (as Timothy Paul Perez),9,,
247,538,Hannibal Lecter,1,,
247,662,Clarice Starling,2,,
247,537,Mason Verger,3,,
247,31,Paul Krendler,4,,
247,317,Nurse Barney,5,,
247,1509,Insp. Rinaldo Pazzi,6,,
247,1510,Allegra Pazzi,7,,
247,1511,Dr. Cordell Doemling,8,,
247,1512,Evelda Drumgo,9,,
248,1155,Lee,1,,
248,1160,Carter,2,,
248,1513,Ricky Tan,3,,
248,1337,Hu Li,4,,
248,1514,Isabella Molina,5,,
248,1515,Steven Reign,6,,
248,121,Agent Sterling,7,,
248,1516,Captain Chin,8,,
248,1517,Receptionist,9,,
249,1518,Eversmann,1,,
249,1319,Grimes,2,,
249,1182,McKnight,3,,
249,1519,Hoot,4,,
249,1107,Sanderson,5,,
249,1520,Nelson,6,,
249,155,Garrison,7,,
249,1521,Kurth,8,,
249,1522,Wex,9,,
250,249,Dr. Alan Grant,1,,
250,829,Paul Kirby,2,,
250,1194,Amanda Kirby,3,,
250,1080,Billy Brennan,4,,
250,1265,Eric Kirby,5,,
250,643,Udesky,6,,
250,766,Cooper,7,,
250,557,Nash,8,,
250,1523,Ellie,9,,
251,1524,Voice of the Ring,1,,
251,1525,Everard Proudfoot,2,,
251,84,Sam,3,,
251,1526,Sauron,4,,
251,547,Boromir,5,,
251,1527,Galadriel,6,,
251,1528,Legolas,7,,
251,1529,Pippin,8,,
251,1530,Celeborn,9,,
252,1057,Rick O'Connell,1,,
252,1311,Evelyn Carnahan,2,,
252,1312,Jonathan,3,,
252,1313,Imhotep,4,,
252,1315,Ardeth Bay,5,,
252,1531,Meela,6,,
252,1532,Alex,7,,
252,1533,Mr. Hafez,8,,
252,1534,The Scorpion King,9,,
253,1439,Captain Leo Davidson,1,,
253,683,Thade,2,,
253,1535,Ari,3,,
253,1230,Attar,4,,
253,1354,Limbo,5,,
253,1536,Daena,6,,
253,650,Krull,7,,
253,1121,Senator Sandar,8,,
253,1537,Karubi,9,,
254,1538,Lara Croft,1,,
254,976,Lord Richard Croft,2,,
254,1539,Manfred Powell,3,,
254,1494,Bryce,4,,
254,1540,Alex West,5,,
254,1541,Distinguished Gentleman,6,,
254,1542,Hillary,7,,
254,1276,Mr. Pimms,8,,
254,1543,Wilson,9,,
255,748,Sullivan,1,,
255,44,Mike,2,,
255,1544,Boo,3,,
255,1228,Randall,4,,
255,642,Waternoose,5,,
255,1049,Celia,6,,
255,1545,Roz,7,,
255,812,Yeti,8,,
255,1546,Fungus,9,,
256,441,Albus Dumbledore,1,,
256,412,Professor McGonagall,2,,
256,870,Hagrid,3,,
256,1547,Baby Harry Potter,4,,
256,1548,Harry Potter,5,,
256,1549,Aunt Petunia Dursley,6,,
256,1550,Dudley Dursley,7,,
256,1551,Uncle Vernon Dursley,8,,
256,1552,Bartender in Leaky Cauldron,9,,
257,1015,Rafe McCawley,1,,
257,1518,Danny Walker,2,,
257,1553,Evelyn Johnson,3,,
257,1554,Billy,4,,
257,1555,Lt. Anthony Fusco,5,,
257,1520,Red,6,,
257,247,Doolittle,7,,
257,1556,Betty,8,,
257,1557,Barbara,9,,
258,1558,Toula Portokalos,1,,
258,1559,Gus Portokalos,2,,
258,1560,Toula Portokalos - Age 6,3,,
258,1561,Schoolgirl,4,,
258,1562,Greek Teacher,5,,
258,1563,Maria Portokalos,6,,
258,1564,Toula Portokalos - Age 12,7,,
258,1565,Athena Portokalos - Age 15,8,,
258,1566,Car Pool Friend,9,,
259,1567,Melanie Smooter,1,,
259,1489,Jake Perry,2,,
259,1568,Andrew Hennings,3,,
259,1569,Mayor Kate Hennings,4,,
259,1570,Pearl Smooter,5,,
259,1571,Earl Smooter,6,,
259,1572,Stella Kay Perry,7,,
259,1573,Bobby Ray,8,,
259,1574,Lurlynn,9,,
260,1575,Rachel,1,,
260,1576,Noah,2,,
260,1577,Aidan,3,,
260,1578,Richard Morgan,4,,
260,1579,Dr. Grasnik,5,,
260,1580,Ruth,6,,
260,1581,Katie,7,,
260,1582,Becca,8,,
260,1583,Samara,9,,
261,1129,Longfellow Deeds,1,,
261,208,Babe Bennett,2,,
261,1584,Emilio Lopez,3,,
261,1260,Marty,4,,
261,793,Chuck Cedar,5,,
261,1585,Mac McGrath,6,,
261,1316,Cecil Anderson,7,,
261,1135,Murph,8,,
261,211,Jan,9,,
262,1586,Manfred,1,,
262,1587,Sid,2,,
262,676,Diego,3,,
262,1588,Soto,4,,
262,1589,Zeke,5,,
262,1590,Carl,6,,
262,1591,Frank,7,,
262,1592,Oscar,8,,
262,1593,Lenny,9,,
263,1014,Bourne,1,,
263,1594,Marie,2,,
263,1255,Conklin,3,,
263,1595,The Professor,4,,
263,1578,Ward Abbott,5,,
263,820,Wombosi,6,,
263,1596,Zorn,7,,
263,1597,Research Tech,8,,
263,1598,Research Tech,9,,
264,450,Austin Powers,1,,
264,1599,Foxxy Cleopatra,2,,
264,1600,Scott Evil,3,,
264,1601,Basil Exposition,4,,
264,1602,Number Two,5,,
264,1603,Frau Farbissina,6,,
264,1604,Mini Me,7,,
264,1605,Nigel Powers,8,,
264,1606,Number Three,9,,
265,701,Scott Calvin,1,,
265,1607,Carol,2,,
265,705,Bernard,3,,
265,704,Charlie Calvin,4,,
265,702,Neil Miller,5,,
265,703,Laura Miller,6,,
265,1608,Curtis,7,,
265,1609,Lucy Miller,8,,
265,1610,Abby,9,,
266,1186,Xander Cage,1,,
266,1611,Yelena,2,,
266,1530,Yorgi,3,,
266,550,Agent Augustus Gibbons,4,,
266,1612,Toby Lee Shavers,5,,
266,1613,Milan Sova,6,,
266,1614,Kirill,7,,
266,1615,Kolya,8,,
266,1616,Viktor,9,,
267,71,Graham Hess,1,,
267,1429,Merrill Hess,2,,
267,1617,Morgan Hess,3,,
267,1618,Bo Hess,4,,
267,1619,Officer Paski,5,,
267,1620,Ray Reddy,6,,
267,1621,Colleen Hess,7,,
267,1622,SFC Cunningham,8,,
267,1623,Tracey Abernathy,9,,
268,1624,Aldor,1,,
268,84,Sam,2,,
268,1625,Madril,3,,
268,1526,Man Flesh Uruk,4,,
268,1527,Galadriel,5,,
268,1528,Legolas,6,,
268,1529,Pippin,7,,
268,1626,Sharku,8,,
268,1627,Eothain,9,,
270,1026,Fred,1,,
270,1024,Daphne,2,,
270,1628,Shaggy,3,,
270,1629,Velma,4,,
270,729,Mondavarious,5,,
270,1630,Mary Jane,6,,
270,1631,Voodoo Maestro,7,,
270,1632,N' Goo Tuana,8,,
270,1633,Sugar Ray (as Stan Frazier),9,,
271,1548,Harry Potter,1,,
271,1634,Ron Weasley,2,,
271,1635,Hermione Granger,3,,
271,1551,Uncle Vernon,4,,
271,1549,Aunt Petunia,5,,
271,1550,Dudley Dursley,6,,
271,1636,Dobby,7,,
271,1637,Mr Mason,8,,
271,1638,Mrs Mason,9,,
272,19,Chief John Anderton,1,,
272,1639,Director Lamar Burgess,2,,
272,1640,Jad,3,,
272,1641,Fletcher,4,,
272,1642,Knott,5,,
272,1643,Evanna,6,,
272,1644,Pre-Crime Cop,7,,
272,1645,Pre-Crime Cop,8,,
272,1646,Pre-Crime Cop,9,,
273,1319,Obi-Wan Kenobi,1,,
273,1320,Padmï¿½,2,,
273,1647,Anakin Skywalker,3,,
273,1648,Count Dooku,4,,
273,550,Mace Windu,5,,
273,1546,Yoda,6,,
273,1322,Supreme Chancellor Palpatine,7,,
273,1323,Shmi Skywalker,8,,
273,1649,Jango Fett,9,,
274,1650,Spider-Man,1,,
274,773,Green Goblin,2,,
274,874,Mary Jane Watson,3,,
274,1651,Harry Osborn,4,,
274,1652,Ben Parker,5,,
274,1653,May Parker,6,,
274,1654,J. Jonah Jameson,7,,
274,1655,Flash Thompson,8,,
274,1656,Maximilian Fargas,9,,
276,599,James Bond,1,,
276,512,Jinx Johnson,2,,
276,1657,Gustav Graves,3,,
276,1658,Miranda Frost,4,,
276,1479,Zao,5,,
276,869,M,6,,
276,1659,Q,7,,
276,580,Damian Falco,8,,
276,1660,Colonel Moon,9,,
277,62,Peter Sanderson,1,,
277,1661,Charlene Morton,2,,
277,1248,Howie Rottman,3,,
277,961,Virginia Arness,4,,
277,1572,Kate Sanderson,5,,
277,1662,Sarah Sanderson,6,,
277,1663,Georgey Sanderson,7,,
277,1664,Ashley,8,,
277,1665,Todd Gendler,9,,
278,1666,Buddy,1,,
278,198,Walter,2,,
278,1667,Papa Elf,3,,
278,1668,Santa,4,,
278,63,Emily,5,,
278,1669,Jovie,6,,
278,1670,Michael,7,,
278,1671,Gimbel's Manager,8,,
278,1672,Miles Finch,9,,
279,1464,Gregorio Cortez,1,,
279,1465,Ingrid Cortez,2,,
279,1466,Carmen Cortez,3,,
279,1467,Juni Cortez,4,,
